,Unnamed: 0,dms_id,repeat,envision_spear,envision_pears,envision_rmse,wu2019_spear,wu2019_pears,wu2019_rmse,lasso_spear,lasso_pears,lasso_rmse,fdms_spear,fdms_pears,fdms_rmse,row-mean_spear,row-mean_pears,row-mean_rmse,ensemble_spear,ensemble_pears,ensemble_rmse,vefill-max_spear,vefill-max_pears,vefill-max_rmse,vefill-min_spear,vefill-min_pears,vefill-min_rmse,5nn-blosum100_pears,5nn-functional_pears
175,175,urn:mavedb:00000048-c-1,0,0.2583550379,0.3701170498,0.2033341245,0.1131489552,0.2450019577,0.2216595076,0.1930201596,0.2899129007,0.211196429,0.1760248856,0.2514858691,0.2262162137,0.1893164037,0.3031445825,0.2103318311,0.2735371963,0.3823908104,0.2020800922,,,,,0.5597221485,0.4258422027,0.2197415604,0.4281299673
677,677,urn:mavedb:00000049-a-7,0,0.5155573654,0.5670148711,0.3509052281,0.5316155666,0.5884974761,0.3491866321,0.5574813542,0.607264284,0.3388023444,0.5524360171,0.6032358295,0.3414321391,0.5446901139,0.5769251948,0.3483473294,0.5658523925,0.6286039991,0.3314245889,,0.6400091351,0.3508574976,,0.6527197711,0.3414071272,0.4879549982,0.5331420993
545,545,urn:mavedb:00000051-b-1,0,0.7132352941,0.8509627036,0.1146602809,0.4729673285,0.6360241706,0.1667025847,0.6988636364,0.8900545509,0.1005448593,0.7560160428,0.7881058011,0.1905180872,0.6047122299,0.5919890533,0.1688819234,0.6671122995,0.8599681186,0.1146109071,,,,,0.7985599105,0.2039135056,0.6534105945,0.782367291
368,368,urn:mavedb:00000054-a-1,0,0.6089469288,0.7557648364,0.1938523186,0.5726244282,0.7081953088,0.2126498022,0.6112078393,0.753896792,0.1954009101,0.6122086535,0.7423264748,0.1991933032,0.5753391642,0.6411049312,0.2281343439,0.6411160141,0.7972668808,0.1788690841,,0.8647100362,0.2284202212,,0.8171683597,0.2719303562,0.665855099,0.751303229
634,634,urn:mavedb:00000057-a-1,0,0.8107940126,0.8317109164,0.2089526768,0.7396597232,0.7702661359,0.2452980132,0.8584345726,0.8663713,0.1909819186,0.8235956591,0.8407829969,0.2028450071,0.7197280797,0.7459221716,0.251412335,0.8735692531,0.880737703,0.1785088161,,0.71615557,0.3632421717,,0.7874977779,0.2425922736,0.8207098251,0.8262166907
8,8,urn:mavedb:00000057-b-1,0,0.6483262449,0.7153909799,0.2272784828,0.5927469177,0.6537267866,0.2488853275,0.6435659875,0.7231356791,0.225126164,0.6654435584,0.7294938341,0.2239513759,0.6873229697,0.7310286283,0.2225036195,0.6481739135,0.7181777799,0.2301087056,,0.7632363332,0.3174480663,,0.7563809339,0.3160339153,0.7753049424,0.7559208408
245,245,urn:mavedb:00000057-c-1,0,0.65700997,0.7009456767,0.1575854923,0.6059845041,0.6519242388,0.1746220975,0.7000257471,0.7029374456,0.1579900964,0.6568746936,0.6909552438,0.1603871175,0.5992561038,0.6579716757,0.1687862713,0.7090873307,0.7306664816,0.1508927384,,0.6945395825,0.2287204249,,0.7004684517,0.2261565483,0.5629549806,0.6798743376
303,303,urn:mavedb:00000058-a-1,0,0.9377637131,0.9360819542,0.1241033548,0.7322061714,0.7466247661,0.2562927245,0.9355133615,0.9467781988,0.1142679319,0.9325363338,0.9460910498,0.1410704988,0.5870198587,0.5980911045,0.270273456,0.9416080638,0.9486272791,0.108602,,0.8434821518,0.1232373895,,0.9037241351,0.177093784,0.7978764477,0.8941441348
295,295,urn:mavedb:00000059-a-1,0,0.7206483482,0.7788803145,0.2516045477,0.7154078687,0.7711062452,0.2591255358,0.7653154985,0.7953393233,0.2469507005,0.7334440908,0.7790254412,0.2541604658,0.7166032415,0.7569001596,0.2635327964,0.7752827568,0.8390262518,0.2184479265,,0.8442775735,0.2494757477,,0.8514251188,0.2550998882,0.6654412192,0.7387541172
693,693,urn:mavedb:00000060-a-1,0,0.7167770772,0.6737238005,0.3556834223,0.3694656542,0.3971917197,0.4454370951,0.7118285577,0.6637790543,0.3582219351,0.7132652247,0.6528668352,0.375507302,0.1639960077,0.1820584291,0.4862591751,0.7289089313,0.6779943835,0.3588572551,,,,,0.7335553792,0.5181250174,0.7029258676,0.7422224191
199,199,urn:mavedb:00000060-a-2,0,0.6517921899,0.6179920336,0.2955441421,0.39054345,0.4159353568,0.3549698341,0.4782608696,0.4260694192,0.3421150115,0.4922701073,0.5016623774,0.3544980208,0.2373768627,0.3128544358,0.3494140531,0.5501393289,0.5207362085,0.3146119675,,,,,0.6775911333,0.6071956532,0.4633465058,0.608729187
701,701,urn:mavedb:00000061-a-1,0,0.3585120225,0.5902650573,0.1864240592,0.2593586042,0.5470547384,0.2271859585,-0.0855616014,0.1096729625,0.2455675999,0.2339575038,0.3986307655,0.3459196827,0.1515388386,0.06144392105,0.2833674045,0.2500003041,0.5228555858,0.2105863818,,,,,0.6482646153,0.3128330419,0.4358531126,0.3422571204
49,49,urn:mavedb:00000061-b-1,0,0.4262186044,0.6370557283,0.1523371817,0.51357971,0.3855660971,0.1797918411,0.05497441008,0.07426405069,0.1998918269,0.4048520321,0.4564281383,0.2913007541,0.4860771255,0.3061731751,0.2239617123,0.5067883876,0.5852078933,0.1515233931,,,,,0.568271481,0.2212108282,0.7399129615,0.7745923285
202,202,urn:mavedb:00000061-c-1,0,0.3817049121,0.6262090445,0.1503919134,0.2628533534,0.3045284949,0.1705519856,-0.1190873745,-0.1304640372,0.192346553,0.2891164319,0.4290010742,0.2919457384,0.3613277258,0.2816086097,0.2103813176,0.4324505214,0.5802768746,0.1482110417,,,,,0.6055697151,0.2041821407,0.4711570734,0.6144565392
607,607,urn:mavedb:00000061-d-1,0,0.4529268199,0.6028319229,0.1429641462,0.3376363566,0.4994639478,0.1564369301,-0.1141776209,-0.01515206308,0.1849140846,0.3914979244,0.4865426899,0.284058984,0.5415460551,0.4030559775,0.1843332742,0.5388382461,0.5309748519,0.1489683444,,,,,0.5425160199,0.227242686,0.2858831007,0.3347947618
385,385,urn:mavedb:00000061-e-1,0,0.6537479618,0.6535584681,0.1443986471,0.6763924016,0.5773943157,0.1663887927,-0.1073497325,-0.2106727385,0.2295076722,0.4924279222,0.5389417814,0.2807108643,0.6736513765,0.5335078326,0.1783765805,0.6184859069,0.6422561951,0.1497177864,,,,,0.5869314663,0.2362209501,0.5154619167,0.5188335576
268,268,urn:mavedb:00000061-f-1,0,0.4812465965,0.6248503833,0.1621371793,0.4765721383,0.4580142682,0.1878189546,-0.09461265408,-0.1687865795,0.2459159702,0.338341733,0.4912942151,0.2934783021,0.558204331,0.5139864431,0.1943350941,0.5226489401,0.5925380083,0.1662671861,,,,,0.6491929952,0.2230711419,0.3364141586,0.5060856633
155,155,urn:mavedb:00000061-g-1,0,0.663103293,0.6927415106,0.1777543774,0.6913915423,0.677882599,0.1874048734,-0.1556967423,-0.1308465181,0.2846599622,0.5350265737,0.5555296907,0.2899631423,0.6847620492,0.6127561353,0.1988185021,0.6441702128,0.6387867619,0.1853887311,,,,,0.7228849404,0.2230205086,0.751566352,0.7233431886
206,206,urn:mavedb:00000061-h-1,0,0.5703789728,0.5831248107,0.2184894946,0.6231629699,0.6198344993,0.2192750358,-0.1914468052,-0.2146341152,0.3043224857,0.5004457446,0.4569069021,0.3153485781,0.6868034054,0.5695069293,0.2218578331,0.4714924972,0.4866420992,0.2333191362,,,,,0.7296166669,0.2307274089,0.5125210036,0.7353419789
45,45,urn:mavedb:00000061-i-1,0,0.501952541,0.5167229846,0.2344741745,0.5663969143,0.5913346757,0.2210931394,-0.2001566084,-0.1663876812,0.3266873868,0.3496497487,0.3753421293,0.3147835503,0.5724813523,0.5157558992,0.2304130912,0.4024985946,0.4428057405,0.2337088834,,,,,0.6383165065,0.2713188513,0.5085276257,0.7355506855
430,430,urn:mavedb:00000062-a-1,0,-0.4545454545,-0.2234338215,0.2549669947,0.1090909091,-0.0029232705,0.2569667663,0.4464704066,0.6059403862,0.1677438386,-0.1454545455,-0.08990611966,0.5258421211,0.05781216126,-0.2290389272,0.265674206,-0.3181818182,-0.09016326575,0.2307973353,,,,,0.7357857934,0.0416341976,-0.03092400965,-0.03092400965
221,221,urn:mavedb:00000065-a-1,0,0.1287050075,0.1284704919,0.3427106276,0.2284356104,0.2407729266,0.3344077063,0.215900813,0.2274060295,0.3364138509,0.2270733915,0.2396594975,0.3458174105,0.2897707212,0.3072930277,0.3297836914,0.2034617749,0.2505458875,0.3368467988,,,,,0.2754916865,0.7869180484,0.271184656,0.3966715385
131,131,urn:mavedb:00000066-a-1,0,0.3207640324,0.3936462009,0.2057050425,0.1898856039,0.1754706807,0.2264151931,0.2638743732,0.2465359063,0.2168440668,0.1125408393,0.1608018263,0.2733702101,0.1455317363,0.1039051402,0.2321014271,0.3192559924,0.4030844467,0.2055497713,,0.504369844,0.7191917542,,0.3930685085,0.8543160029,0.04602143358,0.3119268448
138,138,urn:mavedb:00000067-a-1,0,0.07252319028,0.04928325887,0.2441609007,0.1193022093,0.1187205326,0.2515787457,0.08767151614,0.1016913941,0.2437445963,0.06252590798,0.0732859812,0.2895258344,0.1672447332,0.168454452,0.2432098995,0.1968157384,0.1510361867,0.2417419029,,0.3272250831,1.25528028,,0.2802562771,1.232688619,0.1872119497,0.2890998862
262,262,urn:mavedb:00000068-b-1,0,0.7060057044,0.7184689269,0.3107054065,0.6558705617,0.6912868662,0.3295127115,0.7039558021,0.7249814967,0.3098031304,0.6980173105,0.7246207496,0.3083506586,0.6771429094,0.706763264,0.3164049323,0.7320170446,0.7506774983,0.2951229793,,0.7371919544,0.6206714438,,0.7725163314,0.6262218993,0.7097557548,0.752703316
17,17,urn:mavedb:00000068-c-1,0,0.7515333565,0.8009852594,0.207527096,0.6921589773,0.7514311628,0.2364530877,0.738054353,0.7924702754,0.2124337061,0.7131765461,0.7604224323,0.2263987952,0.6986587945,0.7262024778,0.2382861294,0.7605390255,0.8170287065,0.2000778204,,0.8280099221,0.3671398719,,0.844343447,0.3568378599,0.6714128833,0.7241776161
112,112,urn:mavedb:00000078-a-1,0,0.453472605,0.5995031537,0.2325523025,0.4784575143,0.539211232,0.2545611011,0.3212345485,0.4779461651,0.2576469859,0.157030505,0.1628534111,0.4101856173,0.2749418177,0.444642322,0.2676989478,0.4547546362,0.5667684837,0.2393694745,,0.5987293024,0.4025724414,,0.5584715919,0.4082310976,0.06386523613,0.1607116931
555,555,urn:mavedb:00000078-b-1,0,0.8127052497,0.8329250613,0.1994240137,0.6871680222,0.7152154351,0.2587915772,0.8005124289,0.8201891523,0.2055485447,0.7910875168,0.821752271,0.2109167361,0.5996402132,0.6069210781,0.2818542557,0.8299595635,0.855246,0.1844078249,,0.8372782419,0.193660446,,0.8294839999,0.2022449793,0.7063680384,0.8032669853
231,231,urn:mavedb:00000081-a-2,0,0.2533505246,0.4553593991,0.2261043608,0.2119283369,0.4033420329,0.2415787028,0.1688113685,0.3798891847,0.2357332429,0.1452947116,0.2273438294,0.2898188394,0.2031534945,0.3787819505,0.238764485,0.2071625169,0.4859870365,0.2229626347,,0.3743289633,0.2191155547,,0.7189111265,0.1869564046,0.3537726663,0.3540905852
270,270,urn:mavedb:00000094-a-2,0,0.3949896318,0.5502375648,0.3650125428,0.3915233726,0.529589983,0.3724090787,0.3566378136,0.4167512946,0.3989189466,0.3422902978,0.4006317889,0.4499664912,0.3692942392,0.5037188148,0.3837693779,0.4219974639,0.5702053023,0.3603486197,,0.6537579688,0.3793986532,,0.6382686183,0.3969858832,0.459292197,0.5011155237
699,699,urn:mavedb:00000094-a-3,0,0.2333303356,0.3693144439,0.1991107971,0.2793935516,0.4382674599,0.2050506091,0.2186988233,0.2797367351,0.2057839514,0.1028731567,0.1956083971,0.3855446351,0.346868091,0.4618218382,0.191637225,0.2859459394,0.4021605733,0.1975143496,,0.6369258332,5.85889874,,0.5153296166,5.43238155,0.4343066952,0.4772365412
615,615,urn:mavedb:00000095-a-1,0,0.8097253505,0.8017106159,0.2250013096,0.7654806742,0.7583520269,0.2470467325,0.8294397959,0.8191022196,0.2223010614,0.7799149607,0.7729010691,0.2390253322,0.6526347724,0.6465657404,0.290531688,0.8479624411,0.8410828141,0.2038796947,,,,,0.8755476625,0.1823842274,0.7236056693,0.7543091261
164,164,urn:mavedb:00000095-b-1,0,0.8138036794,0.824351107,0.1654275466,0.7399959658,0.748565728,0.1968171637,0.8018199386,0.812936074,0.173753496,0.7758174533,0.7846607271,0.1867071931,0.6522330844,0.6640411184,0.2193973207,0.8404368659,0.8495348276,0.1539559628,,,,,0.8673236984,0.1666974111,0.6814822137,0.7583871883
516,516,urn:mavedb:00000096-a-1,0,0.6660585976,0.6402633922,0.3339138099,0.6321012925,0.5977389216,0.3475017383,0.6815842338,0.6533983918,0.3298931333,0.6587342199,0.6452110148,0.3324289688,0.6508090084,0.6287461047,0.3408091238,0.6921263259,0.6709802783,0.3228635017,,0.6805038871,0.5951548926,,0.6796361436,0.5546996155,0.5981624329,0.6170121142
136,136,urn:mavedb:00000099-a-1,0,0.5931372549,0.6043570399,0.4590488114,0.4975490196,0.5359538006,0.4932888645,0.2398540315,0.3852196016,0.5450122966,-0.06023384313,-0.04432010442,0.8303728331,0.2466381406,0.4144288542,0.5660763816,0.6176470588,0.6171328735,0.4535308769,,0.7898423273,0.5698053671,,0.857412739,0.451113234,0.8340068701,0.8332557802
333,333,urn:mavedb:00000102-0-1,0,0.6042038401,0.6292418024,0.2214128205,0.6376559721,0.6763213692,0.2144207956,0.6636489914,0.6761044441,0.2112002862,0.6342339344,0.636603045,0.2246428361,0.6447899787,0.6668017342,0.2133127198,0.6790756053,0.7088373521,0.2006969655,,0.7132936576,0.2191119656,,0.7484924616,0.2188334801,0.6251196921,0.6640566378
3,3,urn:mavedb:00000106-a-1,0,0.3195842975,0.07297248613,0.2125091542,0.2871062185,0.01318373859,0.2418987628,-0.1909090909,0.08242977268,0.4256015092,-0.1311688312,-0.108328156,0.3297837998,0.02943176232,0.02916961896,0.2574304326,0.04415584416,0.08710598471,0.2259992595,,-0.06718315177,0.3099764514,,0.5665367703,0.3202078704,0.2554146588,0.9500048037
651,651,urn:mavedb:00000106-b-1,0,0.3623376623,0.173443584,0.1088772914,0.4012987013,0.1521235951,0.154066292,0.03376623377,0.1424437845,0.1655123977,-0.01818181818,-0.1517745258,0.1693028355,0.4068123591,0.02481059038,0.1807688074,0.1922077922,-0.004003447437,0.153226508,,0.2322973362,0.1319082044,,0.7811197818,0.195447422,0.3791237806,0.8827929273
512,512,urn:mavedb:00000106-c-1,0,0.4902474886,0.1736504074,0.08048903181,0.5760733089,0.2556717501,0.1211259488,0.004566218789,0.2432955775,0.1162415725,0.02600782433,-0.08268473906,0.1114908146,0.6463766495,0.04777985986,0.1479101486,0.4941486623,0.2096692416,0.08879133979,,0.2345666771,0.06709506761,,0.819825445,0.1768200623,0.6759241909,0.9695394544
